genome	bac120_taxon	bac120_parent_taxon	bac120_node	bac120_support	bac120_descendants	bac120_target_seeds	bac120_primary_seeds	scg165_taxon	scg165_parent_taxon	scg165_node	scg165_support	scg165_descendants	scg165_target_seeds	scg165_primary_seeds	rank	concordant_taxon	concordant_parent	dual_tree_support	assignment_confidence	decision
AG-914-P23	Ia.3.VII	Pelagibacteraceae	676	0.93	2	2	1	Ia.3.VII	Pelagibacteraceae	676	0.99	2	2	1	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.93	topology_provisional	topology_provisional
AG-915-G13	Ib.2.N7	Pelagibacteraceae	895	1	5	5	5	NA	NA	NA	NA	NA	NA	NA	Genus_Subclade	NA	NA	NA	NA	bac120_only
AG-915-G14	Ib.1.III	Pelagibacteraceae	945	1	2	2	2	Ib.1.III	Pelagibacteraceae	944	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-915-K13	Ia.3.VII	Pelagibacteraceae	681	1	2	2	2	Ia.3.VII	Pelagibacteraceae	679	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	1	topology_high	topology_high
AG-916-A16	Ia.4.N5	Pelagibacteraceae	731	1	2	2	2	Ia.4.N5	Pelagibacteraceae	735	1	3	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
AG-916-A21	Ib.4.I	Pelagibacteraceae	970	1	3	3	2	Ib.4.I	Pelagibacteraceae	971	1	2	2	1	Genus_Subclade	Ib.4.I	Pelagibacteraceae	1	topology_high	topology_high
AG-916-B06	Ib.1.III	Pelagibacteraceae	937	0.65	9	8	8	Ib.1.III	Pelagibacteraceae	938	0.88	7	6	6	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.65	topology_provisional	topology_provisional
AG-916-B15	Ib.2.I	Pelagibacteraceae	884	0.99	11	7	7	Ib.2.I	Pelagibacteraceae	881	0.99	8	5	5	Genus_Subclade	Ib.2.I	Pelagibacteraceae	0.99	topology_high	topology_high
AG-916-D16	IIa.A	Cosmipelagibacteraceae	1025	1	5	5	5	IIa.A	Cosmipelagibacteraceae	1026	1	4	4	4	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-916-E17	IIa.B	Cosmipelagibacteraceae	1019	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1011	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-916-E19	Ib.1.III	Pelagibacteraceae	934	0.92	2	2	2	Ib.1.III	Pelagibacteraceae	915	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.92	topology_provisional	topology_provisional
AG-916-G03	IIa.A	Cosmipelagibacteraceae	1029	1	2	2	2	IIa.A	Cosmipelagibacteraceae	1029	1	2	2	2	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-916-G09	Ib.2.N7	Pelagibacteraceae	898	1	2	2	2	Ib.2.N7	Pelagibacteraceae	894	1	2	2	2	Genus_Subclade	Ib.2.N7	Pelagibacteraceae	1	topology_high	topology_high
AG-916-G19	Ia.4.N2	Pelagibacteraceae	749	0.57	4	2	2	Ia.4.N2	Pelagibacteraceae	754	0.99	2	2	2	Genus_Subclade	Ia.4.N2	Pelagibacteraceae	0.57	topology_provisional	topology_provisional
AG-916-L11	Ib.1.III	Pelagibacteraceae	901	0.86	45	31	30	Ib.1.III	Pelagibacteraceae	923	0.87	5	3	3	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.86	topology_provisional	topology_provisional
AG-916-M15	Ia.3.VII	Pelagibacteraceae	689	0.69	3	3	3	Ia.3.VII	Pelagibacteraceae	688	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.69	topology_provisional	topology_provisional
AG-916-N14	Ia.3.V	Pelagibacteraceae	597	0.98	2	2	2	Ia.3.V	Pelagibacteraceae	583	0.89	5	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.89	topology_provisional	topology_provisional
AG-916-O20	Ib.2.I	Pelagibacteraceae	882	1	13	8	8	NA	NA	NA	NA	NA	NA	NA	Genus_Subclade	NA	NA	NA	NA	bac120_only
AG-917-B07	Ib.4.N8	Pelagibacteraceae	978	0.99	2	2	2	Ib.4.N8	Pelagibacteraceae	977	1	2	2	2	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	0.99	topology_high	topology_high
AG-917-C08	Ia.3.VII	Pelagibacteraceae	673	0.99	2	2	2	Ia.3.VII	Pelagibacteraceae	672	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.99	topology_high	topology_high
AG-917-C11	Ia.3.VII	Pelagibacteraceae	674	1	2	2	1	Ia.3.VII	Pelagibacteraceae	674	0.84	2	2	1	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
AG-917-D03	Ib.1.III	Pelagibacteraceae	906	0.91	4	2	2	Ib.1.III	Pelagibacteraceae	927	0.87	8	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-917-D09	Ib.1	Pelagibacteraceae	948	0.96	7	5	5	Ib.1	Pelagibacteraceae	949	1	4	2	2	Genus_Subclade	Ib.1	Pelagibacteraceae	0.96	topology_high	topology_high
AG-917-D14	Ib.1.III	Pelagibacteraceae	943	1	2	2	2	Ib.1.III	Pelagibacteraceae	942	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
AG-917-D23	Ib.1.III	Pelagibacteraceae	903	0.61	29	18	17	Ib.1.III	Pelagibacteraceae	927	0.87	8	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.61	topology_provisional	topology_provisional
AG-917-E05	Ib.1	Pelagibacteraceae	950	1	3	2	2	Ib.1	Pelagibacteraceae	952	1	2	2	2	Genus_Subclade	Ib.1	Pelagibacteraceae	1	topology_high	topology_high
AG-917-E14	IIa.B	Cosmipelagibacteraceae	1012	0.51	2	2	2	IIa.B	Cosmipelagibacteraceae	1015	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.51	topology_provisional	topology_provisional
AG-917-F16	Ib.N10	Pelagibacteraceae	959	0.96	3	3	3	Ib.N10	Pelagibacteraceae	956	1	4	3	3	Genus_Subclade	Ib.N10	Pelagibacteraceae	0.96	topology_high	topology_high
AG-917-F18	IIa.B	Cosmipelagibacteraceae	1002	0.62	2	2	2	IIa.B	Cosmipelagibacteraceae	1000	1	3	3	3	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.62	topology_provisional	topology_provisional
AG-917-I17	Ia.3.VII	Pelagibacteraceae	688	1	4	4	4	Ia.3.VII	Pelagibacteraceae	687	1	3	3	3	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	1	topology_high	topology_high
AG-917-J06	Ia.3.V	Pelagibacteraceae	560	0.94	47	35	35	Ia.3.V	Pelagibacteraceae	565	0.88	8	5	5	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.88	topology_provisional	topology_provisional
AG-917-K06	Ia.4.II	Pelagibacteraceae	794	0.74	3	2	2	Ia.4.II	Pelagibacteraceae	779	0.87	15	13	13	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.74	topology_provisional	topology_provisional
AG-917-K20	IIa.B	Cosmipelagibacteraceae	1001	0.53	3	3	3	IIa.B	Cosmipelagibacteraceae	999	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.53	topology_provisional	topology_provisional
AG-917-M15	Ib.4.N8	Pelagibacteraceae	975	0.84	3	3	3	Ib.4.N8	Pelagibacteraceae	973	1	8	6	6	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
AG-917-M22	Ia.3.VII	Pelagibacteraceae	676	0.93	2	2	1	Ia.3.VII	Pelagibacteraceae	675	0.88	3	3	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.88	topology_provisional	topology_provisional
AG-917-P07	Ia.3.VII	Pelagibacteraceae	674	1	2	2	1	Ia.3.VII	Pelagibacteraceae	674	0.84	2	2	1	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
AG-918-B06	Ib.2.N7	Pelagibacteraceae	898	1	2	2	2	Ib.2.N7	Pelagibacteraceae	894	1	2	2	2	Genus_Subclade	Ib.2.N7	Pelagibacteraceae	1	topology_high	topology_high
AG-918-E02	Ib.1.III	Pelagibacteraceae	928	0.96	4	2	2	Ib.1.III	Pelagibacteraceae	922	0.87	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
AG-918-G06	Ia.4.II	Pelagibacteraceae	782	0.69	22	20	20	Ia.4.II	Pelagibacteraceae	782	0.99	3	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.69	topology_provisional	topology_provisional
AG-918-G15	Ib.1	Pelagibacteraceae	948	0.96	7	5	5	Ib.1	Pelagibacteraceae	949	1	4	2	2	Genus_Subclade	Ib.1	Pelagibacteraceae	0.96	topology_high	topology_high
AG-918-G22	Ib.1.III	Pelagibacteraceae	905	0.91	5	3	3	Ib.1.III	Pelagibacteraceae	937	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.91	topology_provisional	topology_provisional
AG-918-K09	Ia.3.VII	Pelagibacteraceae	687	1	5	5	5	Ia.3.VII	Pelagibacteraceae	686	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	1	topology_high	topology_high
AG-918-K13	Ib.1.III	Pelagibacteraceae	939	0.76	6	6	6	Ib.1.III	Pelagibacteraceae	927	0.87	8	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.76	topology_provisional	topology_provisional
AG-918-L07	Ia.3.VII	Pelagibacteraceae	675	1	2	2	2	Ia.3.VII	Pelagibacteraceae	670	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	1	topology_high	topology_high
AG-918-L21	Ia.3.VII	Pelagibacteraceae	690	0.99	2	2	2	Ia.3.VII	Pelagibacteraceae	686	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.99	topology_high	topology_high
AG-918-M15	IIa.B	Cosmipelagibacteraceae	1011	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1018	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-918-N23	IIa.B	Cosmipelagibacteraceae	995	1	2	2	2	IIa.B	Cosmipelagibacteraceae	994	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-919-A21	Ia.4.N5	Pelagibacteraceae	721	0.96	24	18	18	NA	NA	NA	NA	NA	NA	NA	Genus_Subclade	NA	NA	NA	NA	bac120_only
AG-919-C02	Ia.4.II	Pelagibacteraceae	803	1	2	2	2	Ia.4.II	Pelagibacteraceae	801	1	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	1	topology_high	topology_high
AG-919-F03	Ia.4.N6	Pelagibacteraceae	811	1	4	4	4	Ia.4.N6	Pelagibacteraceae	761	1	2	2	2	Genus_Subclade	Ia.4.N6	Pelagibacteraceae	1	topology_high	topology_high
AG-919-F21	IIa.B	Cosmipelagibacteraceae	1000	0.65	2	2	2	IIa.B	Cosmipelagibacteraceae	1001	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.65	topology_provisional	topology_provisional
AG-919-I13	IIa.B	Cosmipelagibacteraceae	1014	0.92	2	2	2	IIa.B	Cosmipelagibacteraceae	1012	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.92	topology_provisional	topology_provisional
AG-919-L02	Ia.4.II	Pelagibacteraceae	796	0.94	2	2	2	Ia.4.II	Pelagibacteraceae	790	1	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.94	topology_provisional	topology_provisional
AG-919-M05	IIa.B	Cosmipelagibacteraceae	1012	0.51	2	2	2	IIa.B	Cosmipelagibacteraceae	1008	0.98	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.51	topology_provisional	topology_provisional
AG-919-O02	Ia.4.N5	Pelagibacteraceae	741	1	4	3	3	Ia.4.N5	Pelagibacteraceae	741	0.94	4	3	3	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.94	topology_provisional	topology_provisional
AG-920-D05	Ia.3.V	Pelagibacteraceae	577	0.96	2	2	2	Ia.3.V	Pelagibacteraceae	565	0.88	8	5	5	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.88	topology_provisional	topology_provisional
AG-920-I06	Ib.4.N8	Pelagibacteraceae	972	1	9	7	7	Ib.4.N8	Pelagibacteraceae	973	1	8	6	6	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	1	topology_high	topology_high
AG-920-J04	Ia.3.VII	Pelagibacteraceae	679	0.98	2	2	2	Ia.3.VII	Pelagibacteraceae	688	1	2	2	2	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	0.98	topology_high	topology_high
AG-920-L07	IIa.A	Cosmipelagibacteraceae	1028	1	2	2	2	IIa.A	Cosmipelagibacteraceae	1028	1	2	2	2	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	1	topology_high	topology_high
AG-920-L19	Ib.4.N8	Pelagibacteraceae	978	0.99	2	2	2	Ib.4.N8	Pelagibacteraceae	977	1	2	2	2	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	0.99	topology_high	topology_high
AG-920-L20	Ib.1.III	Pelagibacteraceae	923	0.81	6	4	4	Ib.1.III	Pelagibacteraceae	925	1	3	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	0.81	topology_provisional	topology_provisional
AH-287-B07	Ia.3.V	Pelagibacteraceae	585	0.53	2	2	2	Ia.3.V	Pelagibacteraceae	606	0.95	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.53	topology_provisional	topology_provisional
AH-287-C13	IIa.B	Cosmipelagibacteraceae	1002	0.62	2	2	2	IIa.B	Cosmipelagibacteraceae	999	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.62	topology_provisional	topology_provisional
AH-287-E17	Ia.3.V	Pelagibacteraceae	583	0.99	6	4	4	Ia.3.V	Pelagibacteraceae	608	0.99	3	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.99	topology_high	topology_high
AH-287-E19	IIa.B	Cosmipelagibacteraceae	1017	1	2	2	2	IIa.B	Cosmipelagibacteraceae	1019	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
AH-287-G05	Ia.4.II	Pelagibacteraceae	792	1	2	2	2	Ia.4.II	Pelagibacteraceae	785	1	3	3	3	Genus_Subclade	Ia.4.II	Pelagibacteraceae	1	topology_high	topology_high
AH-287-J18	Ia.4.N5	Pelagibacteraceae	743	1	2	2	2	Ia.4.N5	Pelagibacteraceae	743	1	2	2	2	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	1	topology_high	topology_high
AH-287-O09	Ib.1	Pelagibacteraceae	948	0.96	7	5	5	Ib.1	Pelagibacteraceae	952	1	2	2	2	Genus_Subclade	Ib.1	Pelagibacteraceae	0.96	topology_high	topology_high
AH-321-A17	Ia.3.V	Pelagibacteraceae	583	0.99	6	4	4	Ia.3.V	Pelagibacteraceae	605	0.99	6	4	4	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.99	topology_high	topology_high
AH-321-D17	Ia.4.II	Pelagibacteraceae	791	1	3	3	3	Ia.4.II	Pelagibacteraceae	786	0.99	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.99	topology_high	topology_high
AH-321-I23	IIa.B	Cosmipelagibacteraceae	1010	0.85	3	3	3	IIa.B	Cosmipelagibacteraceae	1003	1	18	18	18	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	0.85	topology_provisional	topology_provisional
AH-321-L23	Ia.4.N4	Pelagibacteraceae	773	1	2	2	2	Ia.4.N4	Pelagibacteraceae	806	1	2	2	2	Genus_Subclade	Ia.4.N4	Pelagibacteraceae	1	topology_high	topology_high
AH-321-M13	Ia.4.II	Pelagibacteraceae	792	1	2	2	2	Ia.4.II	Pelagibacteraceae	786	0.99	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.99	topology_high	topology_high
AH-321-P04	Ia.4.N4	Pelagibacteraceae	773	1	2	2	2	Ia.4.N4	Pelagibacteraceae	806	1	2	2	2	Genus_Subclade	Ia.4.N4	Pelagibacteraceae	1	topology_high	topology_high
AH-324-B10	Ib.4.N8	Pelagibacteraceae	977	1	3	3	3	Ib.4.N8	Pelagibacteraceae	976	1	3	3	3	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	1	topology_high	topology_high
AH-324-E14	Ib.N11	Pelagibacteraceae	860	0.98	4	2	2	Ib.N11	Pelagibacteraceae	861	1	4	2	2	Genus_Subclade	Ib.N11	Pelagibacteraceae	0.98	topology_high	topology_high
AH-324-F03	Ia.3.V	Pelagibacteraceae	583	0.99	6	4	4	Ia.3.V	Pelagibacteraceae	608	0.99	3	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.99	topology_high	topology_high
AH-324-J07	Ia.3.V	Pelagibacteraceae	585	0.53	2	2	2	Ia.3.V	Pelagibacteraceae	606	0.95	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.53	topology_provisional	topology_provisional
AH-324-N03	Ia.3.V	Pelagibacteraceae	583	0.99	6	4	4	Ia.3.V	Pelagibacteraceae	608	0.99	3	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.99	topology_high	topology_high
CPC289	IIIa.1	Fontibacteriaceae	1046	1	8	3	3	IIIa.1	Fontibacteriaceae	1046	1	8	3	3	Genus_Subclade	IIIa.1	Fontibacteriaceae	1	topology_high	topology_high
ETNP2013_S02_SV82_300m_MAG_01	IIa.A	Cosmipelagibacteraceae	1030	1	9	9	9	IIa.A	Cosmipelagibacteraceae	1030	1	9	9	9	Genus_Subclade	IIa.A	Cosmipelagibacteraceae	1	topology_high	topology_high
FZCC0015	Ia.3.V	Pelagibacteraceae	566	0.65	6	5	5	Ia.3.V	Pelagibacteraceae	573	0.96	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.65	topology_provisional	topology_provisional
GOM-A1	Ib.1.III	Pelagibacteraceae	912	1	3	3	2	Ib.1.III	Pelagibacteraceae	911	1	2	2	2	Genus_Subclade	Ib.1.III	Pelagibacteraceae	1	topology_high	topology_high
HIMB058	IIa.B	Cosmipelagibacteraceae	995	1	2	2	2	IIa.B	Cosmipelagibacteraceae	994	1	2	2	2	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1	topology_high	topology_high
HIMB083	Ia.3.V	Pelagibacteraceae	567	1	5	4	4	Ia.3.V	Pelagibacteraceae	563	1	10	7	7	Genus_Subclade	Ia.3.V	Pelagibacteraceae	1	topology_high	topology_high
HIMB109	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	Genus_Subclade	IIIa.1	Fontibacteriaceae	1	topology_high	topology_high
HIMB114	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	Genus_Subclade	IIIa.1	Fontibacteriaceae	1	topology_high	topology_high
HIMB122	Ia.3.VI	Pelagibacteraceae	632	0.92	2	2	2	Ia.3.VI	Pelagibacteraceae	631	0.82	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.82	topology_provisional	topology_provisional
HIMB123	Ia.3.V	Pelagibacteraceae	570	1	2	2	2	Ia.3.V	Pelagibacteraceae	597	0.99	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1321	Ia.3.III	Pelagibacteraceae	713	0.98	2	2	2	Ia.3.III	Pelagibacteraceae	714	1	2	2	2	Genus_Subclade	Ia.3.III	Pelagibacteraceae	0.98	topology_high	topology_high
HIMB140	Ia.3.VI	Pelagibacteraceae	654	1	3	3	3	Ia.3.VI	Pelagibacteraceae	647	0.95	4	4	4	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.95	topology_high	topology_high
HIMB1402	Ia.4.II	Pelagibacteraceae	801	0.95	2	2	2	Ia.4.II	Pelagibacteraceae	798	1	2	2	2	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.95	topology_high	topology_high
HIMB1409	Ia.3.V	Pelagibacteraceae	592	1	3	2	2	Ia.3.V	Pelagibacteraceae	585	1	3	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	1	topology_high	topology_high
HIMB1412	Ia.3.II	Pelagibacteraceae	814	1	7	7	7	Ia.3.II	Pelagibacteraceae	814	1	7	7	7	Genus_Subclade	Ia.3.II	Pelagibacteraceae	1	topology_high	topology_high
HIMB1413	Ia.3.V	Pelagibacteraceae	592	1	3	2	2	Ia.3.V	Pelagibacteraceae	585	1	3	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	1	topology_high	topology_high
HIMB1420	Ia.3.II	Pelagibacteraceae	815	1	6	6	6	Ia.3.II	Pelagibacteraceae	815	1	6	6	6	Genus_Subclade	Ia.3.II	Pelagibacteraceae	1	topology_high	topology_high
HIMB1427	Ia.3.II	Pelagibacteraceae	816	1	5	5	5	Ia.3.II	Pelagibacteraceae	816	1	5	5	5	Genus_Subclade	Ia.3.II	Pelagibacteraceae	1	topology_high	topology_high
HIMB1430	Ia.3.VI	Pelagibacteraceae	656	1	3	3	3	Ia.3.VI	Pelagibacteraceae	649	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1436	Ia.4.N5	Pelagibacteraceae	732	0.93	3	2	2	Ia.4.N5	Pelagibacteraceae	731	1	7	5	5	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	0.93	topology_provisional	topology_provisional
HIMB1437	Ia.4.II	Pelagibacteraceae	796	0.94	2	2	2	Ia.4.II	Pelagibacteraceae	793	0.87	10	9	9	Genus_Subclade	Ia.4.II	Pelagibacteraceae	0.87	topology_provisional	topology_provisional
HIMB1444	Ia.3.V	Pelagibacteraceae	580	0.93	4	4	4	Ia.3.V	Pelagibacteraceae	590	0.99	2	2	2	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.93	topology_provisional	topology_provisional
HIMB1456	Ia.3.V	Pelagibacteraceae	606	0.98	5	3	3	Ia.3.V	Pelagibacteraceae	567	0.83	4	3	3	Genus_Subclade	Ia.3.V	Pelagibacteraceae	0.83	topology_provisional	topology_provisional
HIMB1463	Ia.3.II	Pelagibacteraceae	818	1	2	2	2	Ia.3.II	Pelagibacteraceae	818	1	2	2	2	Genus_Subclade	Ia.3.II	Pelagibacteraceae	1	topology_high	topology_high
HIMB1485	Ia.3.VI	Pelagibacteraceae	636	0.99	2	2	2	Ia.3.VI	Pelagibacteraceae	622	0.98	4	4	4	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.98	topology_high	topology_high
HIMB1488	Ia.3.VI	Pelagibacteraceae	659	1	3	3	3	Ia.3.VI	Pelagibacteraceae	626	1	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1490	Ia.3.VI	Pelagibacteraceae	628	1	2	2	2	Ia.3.VI	Pelagibacteraceae	657	0.98	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.98	topology_high	topology_high
HIMB1491	Ia.3.VI	Pelagibacteraceae	628	1	2	2	2	Ia.3.VI	Pelagibacteraceae	657	0.98	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.98	topology_high	topology_high
HIMB1492	Ia.3.VI	Pelagibacteraceae	638	1	4	4	4	Ia.3.VI	Pelagibacteraceae	634	1	4	4	4	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1493	Ia.3.VI	Pelagibacteraceae	639	0.99	3	3	3	Ia.3.VI	Pelagibacteraceae	636	0.99	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1494	Ia.3.VI	Pelagibacteraceae	630	1	2	2	2	Ia.3.VI	Pelagibacteraceae	656	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1495	Ia.3.VI	Pelagibacteraceae	630	1	2	2	2	Ia.3.VI	Pelagibacteraceae	656	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1505	Ia.3.III	Pelagibacteraceae	715	1	2	2	2	Ia.3.III	Pelagibacteraceae	715	1	2	2	2	Genus_Subclade	Ia.3.III	Pelagibacteraceae	1	topology_high	topology_high
HIMB1506	Ia.3.VI	Pelagibacteraceae	660	0.99	2	2	2	Ia.3.VI	Pelagibacteraceae	627	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1507	Ia.3.VI	Pelagibacteraceae	658	0.91	4	4	4	Ia.3.VI	Pelagibacteraceae	632	0.84	15	15	15	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
HIMB1509	Ia.3.VI	Pelagibacteraceae	618	0.96	14	14	14	Ia.3.VI	Pelagibacteraceae	631	0.82	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.82	topology_provisional	topology_provisional
HIMB1513	Ia.3.VI	Pelagibacteraceae	655	1	2	2	2	Ia.3.VI	Pelagibacteraceae	652	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1517	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	Genus_Subclade	IIIa.1	Fontibacteriaceae	1	topology_high	topology_high
HIMB1518	Ia.3.VI	Pelagibacteraceae	639	0.99	3	3	3	Ia.3.VI	Pelagibacteraceae	635	1	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1520	Ia.3.II	Pelagibacteraceae	819	1	2	2	2	Ia.3.II	Pelagibacteraceae	819	1	2	2	2	Genus_Subclade	Ia.3.II	Pelagibacteraceae	1	topology_high	topology_high
HIMB1521	Ia.3.VI	Pelagibacteraceae	655	1	2	2	2	Ia.3.VI	Pelagibacteraceae	652	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	1	topology_high	topology_high
HIMB1526	Ia.3.VI	Pelagibacteraceae	644	0.99	7	7	7	Ia.3.VI	Pelagibacteraceae	643	0.84	3	3	3	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.84	topology_provisional	topology_provisional
HIMB1527	Ia.3.III	Pelagibacteraceae	713	0.98	2	2	2	Ia.3.III	Pelagibacteraceae	714	1	2	2	2	Genus_Subclade	Ia.3.III	Pelagibacteraceae	0.98	topology_high	topology_high
HIMB1542	Ia.3.VI	Pelagibacteraceae	650	0.99	2	2	2	Ia.3.VI	Pelagibacteraceae	654	1	2	2	2	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	0.99	topology_high	topology_high
HIMB1549	Ia.3.III	Pelagibacteraceae	714	0.98	3	3	3	Ia.3.III	Pelagibacteraceae	712	1	5	5	5	Genus_Subclade	Ia.3.III	Pelagibacteraceae	0.98	topology_high	topology_high
