genome_id	genome_size_bp	gc_percent	n_contigs	n50	min_contig_length	max_contig_length	n_proteins	median_protein_length	mean_protein_length	p95_protein_length	max_protein_length	COG_coverage	KO_coverage	Pfam_coverage	any_annotation_coverage	completeness	contamination	completeness_model	translation_table	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_gc_content	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	checkm2_notes	quality_class	clade_1	clade_2	subclade	subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	genome_type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
AG-447-M05	1397586	28.72	32	117422	2326	233852	1453	268	302.1328286304198	646.1999999999996	1501	85.61596696490021	56.91672401927047	86.64831383344804	89.67653131452168	95.69	0.12	Neural Network (Specific Model)	11	0.959	117422	302.84043272481404	1397586	0.29	1479	32	233852	None	High completeness	I	Ia	Ia.3.I	Ia.3.I	Pelagibacterales	Pelagibacteraceae	Atlantikopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	21.2	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-447-M10	1134158	29.36	33	103210	2084	247329	1196	277	301.47909698996654	642	1570	88.96321070234113	61.37123745819398	89.79933110367892	93.39464882943143	88.29	0.12	Neural Network (Specific Model)	11	0.968	103210	301.2224958949097	1134158	0.29	1218	33	247329	None	Medium completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	21	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-447-N08	1180510	28.61	21	224720	2296	400559	1250	270	300.0304	635.1999999999998	1501	86.16	58.8	87.52	90.88000000000001	97.66	0.05	Neural Network (Specific Model)	11	0.964	224720	299.9338061465721	1180510	0.29	1269	21	400559	None	High completeness	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	21.2	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-447-N18	1120369	29.49	36	63648	2052	200714	1191	258	295.43492863140216	643	1615	86.90176322418137	59.44584382871536	87.40554156171285	91.0159529806885	94.71	0.05	Neural Network (Specific Model)	11	0.961	63648	293.84979591836736	1120369	0.29	1225	36	200714	None	High completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	21.2	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-447-N21	1179292	28.29	31	96504	2013	166195	1215	279	307.7251028806584	675.3	1537	88.559670781893	57.4485596707819	89.87654320987654	92.67489711934157	88.29	0.17	Neural Network (Specific Model)	11	0.964	96504	305.5233118971061	1179292	0.28	1244	31	166195	None	Medium completeness	I	Ib	Ib.2.a	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	21	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-447-O23	1073109	28.71	32	57387	2307	206009	1128	265	297.5593971631206	624.2999999999997	1387	88.03191489361703	59.9290780141844	89.09574468085107	92.19858156028369	87.38	0.13	Neural Network (Specific Model)	11	0.962	57387	299.0407279029463	1073109	0.29	1154	32	206009	None	Medium completeness	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	21.2	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-447-P03	1157850	29.3	41	79241	2214	161922	1203	277	301.84788029925187	625.7999999999997	1390	87.86367414796342	58.93599334995844	88.19617622610141	91.85369908561928	87.21	0.34	Neural Network (Specific Model)	11	0.964	79241	300.41626409017715	1157850	0.29	1242	41	161922	None	Medium completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	21	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-447-P22	1123103	29.3	22	109503	2035	199423	1180	267	301.27542372881356	646.0999999999999	1678	88.13559322033898	60	89.40677966101694	92.45762711864407	97.7	0.04	Neural Network (Specific Model)	11	0.962	109503	301.2216666666667	1123103	0.29	1200	22	199423	None	High completeness	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	21.2	-34.98	16.02	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-453-G04	1020124	29.57	10	196520	2372	389514	1069	274	304.3442469597755	636.7999999999997	1498	88.86810102899906	64.45275958840038	90.177736202058	93.35827876520112	87.68	0	Neural Network (Specific Model)	11	0.966	196520	304.99074074074076	1020124	0.3	1080	10	389514	None	Medium completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	50.6	-30	156	0-100m	southern_temperate	AUSE	Coastal - East Australian Coastal Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst AUSE; inferred waterbody South Pacific Ocean
AG-453-K22	975459	29.68	33	63070	2109	184123	1031	259	297.68089233753636	636	1431	87.97284190106693	62.07565470417072	88.94277400581959	91.94956353055287	85.77	0.01	Neural Network (Specific Model)	11	0.963	63070	294.2668539325843	975459	0.3	1068	33	184123	None	Medium completeness	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	51	-30	156	0-100m	southern_temperate	AUSE	Coastal - East Australian Coastal Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst AUSE; inferred waterbody South Pacific Ocean
AG-457-B14	1040446	29.61	33	70060	2662	129149	1116	261	290.84498207885304	620.25	1500	86.64874551971326	59.05017921146953	88.08243727598565	90.86021505376344	87.1	0.16	Neural Network (Specific Model)	11	0.96	70060	292.20472440944883	1040446	0.3	1143	33	129149	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	50	-30	174	0-100m	southern_temperate	ARCH	Trades - Archipelagic Deep Basins Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst ARCH; inferred waterbody South Pacific Ocean
AG-457-M14	1134891	32.32	34	73014	2138	172800	1177	273	302.67034834324556	661.2	1505	88.36023789294816	61.25743415463042	90.22939677145284	92.09855564995752	87.45	0	Neural Network (Specific Model)	11	0.961	73014	302.0903814262023	1134891	0.32	1206	34	172800	None	Medium completeness	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	50	-30	174	0-100m	southern_temperate	ARCH	Trades - Archipelagic Deep Basins Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst ARCH; inferred waterbody South Pacific Ocean
AG-461-E04	1005905	29.71	30	81898	2043	114681	1043	264	302.45445829338445	685.8	1498	88.59060402684564	61.07382550335571	89.16586768935763	92.5215723873442	89.59	0	Neural Network (Specific Model)	11	0.963	81898	301.7858472998138	1005905	0.3	1074	30	114681	None	Medium completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	76	-32.5	-170	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-461-L09	1244271	29.53	30	152316	2043	196416	1300	281	303.77923076923076	635.0999999999999	1498	88.53846153846155	59.53846153846154	89.84615384615384	92.76923076923077	94	0.01	Neural Network (Specific Model)	11	0.967	152316	303.0821401657875	1244271	0.3	1327	30	196416	None	High completeness	I	Ib	Ib.2.a	Ib.2.I	Pelagibacterales	Pelagibacteraceae	Stellipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	76	-32.5	-170	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-461-M18	1020573	29.03	33	91664	2125	236310	1074	260.5	297.9683426443203	650.3999999999996	1498	88.36126629422719	60.80074487895717	88.91992551210429	92.17877094972067	86.14	0	Neural Network (Specific Model)	11	0.964	91664	297.4412296564195	1020573	0.29	1106	33	236310	None	Medium completeness	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	76	-32.5	-170	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-461-P14	1178925	32.44	27	87513	2258	186302	1212	271	305.1196369636964	660.9000000000001	2351	88.44884488448845	61.221122112211226	89.76897689768977	92.07920792079209	88.29	0.03	Gradient Boost (General Model)	11	0.956	87513	304.96356275303646	1178925	0.32	1235	27	186302	None	Medium completeness	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	76	-32.5	-170	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-464-P13	1179665	28.4	37	68003	2554	101043	1228	267	303.442996742671	686.2499999999993	1501	88.02931596091204	58.306188925081436	87.54071661237785	91.28664495114006	85.18	0.05	Neural Network (Specific Model)	11	0.963	68003	301.3642857142857	1179665	0.28	1260	37	101043	None	Medium completeness	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	203	-32.5	-170	>200m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-470-D02	1032946	29.73	33	94762	2204	136042	1111	266	293.1017101710171	627	1500	87.21872187218722	61.296129612961295	89.64896489648964	92.07920792079209	86.34	0.26	Neural Network (Specific Model)	11	0.966	94762	292.4390885188431	1032946	0.3	1141	33	136042	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	100	-32.5	-154	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-891-A05	1217377	29.33	39	79925	2049	227191	1276	274	302.4271159874608	642	1501	88.16614420062696	61.36363636363637	89.18495297805643	92.00626959247649	88.15	0.07	Neural Network (Specific Model)	11	0.965	79925	300.08250572956456	1217377	0.29	1309	39	227191	None	Medium completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-891-C15	1168899	29.64	19	106358	2127	284656	1227	267	299.78076609616954	645.1000000000001	1616	86.3080684596577	60.22819885900571	87.3675631621842	90.38304808475958	88.01	0.05	Neural Network (Specific Model)	11	0.961	106358	302.50805152979063	1168899	0.3	1242	19	284656	None	Medium completeness	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-891-E06	1010560	28.74	12	220946	2328	371227	1057	267	303.7710501419111	653.1999999999996	1498	88.74172185430463	60.64333017975402	89.02554399243141	92.52601702932829	88.85	0.03	Neural Network (Specific Model)	11	0.967	220946	306.87230046948355	1010560	0.29	1065	12	371227	None	Medium completeness	I	Ib	Ib.4	Ib.4.I	Pelagibacterales	Pelagibacteraceae	Passimpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-891-G02	1269935	29.43	28	119226	2087	226371	1349	275	298.7709414381023	626.9999999999995	1501	88.43587842846553	60.63750926612306	89.69607116382505	92.58710155670867	90.22	0.14	Neural Network (Specific Model)	11	0.966	119226	297.8126361655773	1269935	0.29	1377	28	226371	None	High completeness	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-891-I18	1381610	29.19	19	162101	4651	243267	1451	279	303.9524465885596	640.5	1501	88.76636802205375	60.0275671950379	89.66230186078566	92.48793935217091	98.63	0.09	Neural Network (Specific Model)	11	0.965	162101	303.31972789115645	1381610	0.29	1470	19	243267	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-891-J04	1348324	32.97	9	445611	4060	660135	1399	277	306.47748391708365	637.2999999999997	1568	88.92065761258041	59.97140814867763	89.77841315225162	91.92280200142959	100	0.07	Gradient Boost (General Model)	11	0.962	445611	309.70192994996427	1348324	0.33	1399	9	660135	None	High completeness	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-891-J07	1211589	29.38	21	187997	2030	467901	1277	274	301.15348472983555	632.4000000000001	1500	88.0187940485513	61.00234925606891	89.19342208300705	91.85591229444009	97.32	0.18	Neural Network (Specific Model)	11	0.965	187997	301.8810810810811	1211589	0.29	1295	21	467901	None	High completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-891-N03	1202930	29.36	25	116710	2029	239204	1259	274	299.76171564733914	630.0999999999999	1498	88.56235107227958	59.17394757744241	90.46862589356633	92.69261318506751	91.34	0.12	Neural Network (Specific Model)	11	0.966	116710	302.3898832684825	1202930	0.29	1285	25	239204	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-891-O15	1039309	29.64	24	118690	2121	179775	1102	268	299.0698729582577	636.9000000000001	1498	86.66061705989111	60.88929219600726	87.74954627949182	90.74410163339383	86.75	0	Neural Network (Specific Model)	11	0.965	118690	299.93029490616624	1039309	0.3	1119	24	179775	None	Medium completeness	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-892-A22	1194572	29.37	19	116907	2089	236446	1250	274	304.412	652.55	1501	89.75999999999999	61.919999999999995	89.75999999999999	93.12	95.11	0.1	Neural Network (Specific Model)	11	0.964	116907	304.46719367588935	1194572	0.29	1265	19	236446	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-892-B11	1310922	29.13	12	261666	2073	536333	1355	282	309.3557195571956	670.8999999999999	1498	89.00369003690038	60.66420664206642	90.40590405904058	92.84132841328413	95.91	0.06	Neural Network (Specific Model)	11	0.967	261666	309.2992700729927	1310922	0.29	1370	12	536333	None	High completeness	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-892-C18	1039657	29.15	26	136795	2356	231906	1109	264	296.9098286744815	648.9999999999995	1501	83.22813345356177	57.61947700631199	85.30207394048692	88.5482416591524	88.81	0.02	Neural Network (Specific Model)	11	0.965	136795	298.18755555555555	1039657	0.29	1125	26	231906	None	Medium completeness	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-892-E08	1253266	29.62	12	223494	3281	312084	1319	275	304.27369219105384	651.0999999999999	1500	87.79378316906747	59.21152388172858	88.93100833965126	92.03942380591357	89.61	0	Neural Network (Specific Model)	11	0.967	223494	305.4431047475509	1253266	0.3	1327	12	312084	None	Medium completeness	I	Ia	Ia.3.VII	Ia.3.VII	Pelagibacterales	Pelagibacteraceae	Angustipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-892-F02	1159649	29.29	27	100042	2459	255250	1212	274	304.16336633663366	641	1501	89.35643564356435	61.05610561056105	90.5940594059406	93.56435643564357	90.85	0.06	Neural Network (Specific Model)	11	0.967	100042	302.29170024174056	1159649	0.29	1241	27	255250	None	High completeness	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	10	31.07	-64.17	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
