genome	Clade1	type	Subclade	Family	Genus	Species	original_Subclade	original_Subgroup	original_Family	original_Genus	original_Species	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_SAR11_165_crown_node	Subclade_SAR11_165_crown_node	Genus_SAR11_165_crown_node	Family_SAR11_165_crown_support	Subclade_SAR11_165_crown_support	Genus_SAR11_165_crown_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
AG-920-L19	I	SAG	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-324-B10	I	SAG	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Ib.4.N8	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-F16	I	SAG	Ib.4.N9	Pelagibacteraceae	Amplipelagibacter	globalis	Ib.4.N9	Ib.4.N9	Pelagibacteraceae	Amplipelagibacter	globalis	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-J04	I	SAG	NA	Pelagibacteraceae	Amplipelagibacter	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	NA	topology_high	topology_high	NA	980	NA	980	1	NA	1	NA	NA	NA
AG-907-E04	I	SAG	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Ib.2.N9	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-914-A09	I	SAG	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Ib.2.N9	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-453-K22	I	SAG	NA	Pelagibacteraceae	Amplipelagibacter	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	NA	topology_high	topology_high	NA	980	NA	980	1	NA	1	NA	NA	NA
AG-916-O13	I	SAG	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Ib.2.N9	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-903-K07	I	SAG	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Ib.2.N9	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-325-C21	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
SAG-MED15	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-422-N15	I	SAG	NA	Pelagibacteraceae	NA	NA	NA	NA	Pelagibacteraceae	NA	NA	NA	SAR11_165 crown interpolation (high confidence)	NA	NA	NA	topology_high	NA	NA	548	NA	NA	1	NA	NA	NA	NA	NA
AG-349-I05	I	SAG	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Ib.N11	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-I18	I	SAG	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Ib.N11	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-914-L20	I	SAG	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Ib.N11	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	861	861	861	1	1	1	NA	NA	NA
AH-324-E14	I	SAG	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Ib.N11	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	861	861	861	1	1	1	NA	NA	NA
AG-911-N14	I	SAG	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Ib.N11	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-414-E02	I	SAG	Ic	Mesopelagibacteraceae	Mesopelagibacter	NA	Ic	Ic	Mesopelagibacteraceae	Mesopelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	1038	1038	NA	1	1	NA	NA	NA	NA
ARS1	I	MAG	Ic	Mesopelagibacteraceae	NA	NA	Ic	Ic	Mesopelagibacteraceae	Mesopelagibacter	NA	SAR11_165 validation of prior lineage assignment (high confidence)	SAR11_165 validation of prior family assignment (high confidence)	NA	NA	topology_high	topology_high	NA	NA	1038	1038	NA	1	1	NA	NA	NA	NA
MED605	I	MAG	Ic	Mesopelagibacteraceae	NA	NA	Ic	Ic	Mesopelagibacteraceae	Mesopelagibacter	NA	SAR11_165 validation of prior lineage assignment (high confidence)	SAR11_165 validation of prior family assignment (high confidence)	NA	NA	topology_high	topology_high	NA	NA	1038	1038	NA	1	1	NA	NA	NA	NA
AG-343-E17	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-439-C08	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1032	1032	1032	0.99	0.99	0.99	NA	NA	NA
AG-414-B15	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-365-B19	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1032	1032	1032	0.99	0.99	0.99	NA	NA	NA
AG-426-O05	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-A21	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1036	1036	1036	0.99	0.99	0.99	NA	NA	NA
AG-426-I15	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-F03	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-325-E20	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-904-F11	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1027	1027	1027	1	1	1	NA	NA	NA
AG-920-L07	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-L15	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-D16	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1025	1025	1025	1	1	1	NA	NA	NA
AG-912-D10	II	SAG	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-G03	II	SAG	II	Cosmipelagibacteraceae	NA	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	NA	topology_high	topology_high	NA	NA	987	987	NA	1	1	NA	NA	NA	NA
MED-G40	II	MAG	II	Cosmipelagibacteraceae	NA	NA	IIa.A	IIa.A	Cosmipelagibacteraceae	Anoxypelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	NA	topology_high	topology_high	NA	NA	987	987	NA	1	1	NA	NA	NA	NA
AG-313-A04	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-918-N23	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB058	II	isolate	II	Cosmipelagibacteraceae	Cosmipelagibacter	regressus	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	regressus	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-F15	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-453-G04	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-891-O15	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-F18	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-287-C13	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-910-G11	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-F21	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-K20	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED28	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-337-E15	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-911-G13	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-913-I06	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1006	1006	1006	0.98	0.98	0.98	NA	NA	NA
AG-914-J05	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-918-M15	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-M05	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-912-P19	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-E17	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-914-N11	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1006	1006	1006	0.98	0.98	0.98	NA	NA	NA
AH-321-I23	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	991	991	991	1	1	1	NA	NA	NA
AG-422-K17	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1006	1006	1006	0.98	0.98	0.98	NA	NA	NA
AG-913-I14	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-903-M21	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH-287-E19	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-917-E14	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1013	1013	1013	0.98	0.98	0.98	NA	NA	NA
AG-919-I13	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-899-E14	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1013	1013	1013	0.98	0.98	0.98	NA	NA	NA
AG-914-I16	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1013	1013	1013	0.98	0.98	0.98	NA	NA	NA
AG-325-E13	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1020	1020	1020	1	1	1	NA	NA	NA
AG-390-C22	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1020	1020	1020	1	1	1	NA	NA	NA
AG-390-M15	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED05	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AG-461-E04	II	SAG	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	IIa.B	IIa.B	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CPC289	III	MAG	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	IIIa.1	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1046	1046	1046	1	1	1	NA	NA	NA
MED1116	III	MAG	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	IIIa.1	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	Lanclos et al. 2023 used genome	Lanclos et al. 2023 subgroup + Freel et al. 2025 taxonomy	Lanclos et al. 2023 subgroup + Freel et al. 2025 taxonomy	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SP27	III	MAG	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	IIIa.1	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	NA	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	SAR11_165 crown interpolation (high confidence)	NA	topology_high	topology_high	topology_high	NA	1046	1046	1046	1	1	1	NA	NA	NA
HIMB109	III	isolate	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	longiformis	IIIa.1	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	longiformis	SAR11_165 crown interpolation (high confidence)	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	topology_high	direct_literature	direct_literature	direct_literature	NA	1049	NA	NA	1	NA	NA	NA	NA
HIMB114	III	isolate	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	longiformis	IIIa.1	IIIa.1	Fontibacteriaceae	Elongatipelagibacter	longiformis	Lanclos et al. 2023 used genome	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA
