accession	orthogroup	match_type	gene_name	cog_gene	ko_name	pfam_names	gene_id	genome	ko_id	cog_id	pident
A0A6H1Q2I9	OG0000249	Close sequence match	FtsY	FtsY	fused signal recognition particle receptor	SRP54,SRP54_N,DAP_epimerase	NP1_01024	NP1	K03110	COG0552	100
Q4FP09	OG0000249	Close sequence match	FtsY	FtsY	fused signal recognition particle receptor	SRP54,SRP54_N,DAP_epimerase	HTCC1002_01025	HTCC1002	K03110	COG0552	100
A0A381YMV7	OG0000250	Close sequence match		NrfF	lipid A 3-O-deacylase [EC:3.1.1.-]	PagL,CcmH	ETNP2013_S02_SV82_300m_MAG_01_00528	ETNP2013_S02_SV82_300m_MAG_01	K12976		99.4
A0A6H1Q3P4	OG0000250	Close sequence match		NrfF	lipid A 3-O-deacylase [EC:3.1.1.-]	PagL,CcmH	NP1_01002	NP1	K12976		100
Q1V134	OG0000250	Close sequence match		NrfF	lipid A 3-O-deacylase [EC:3.1.1.-]	PagL,CcmH	HTCC1002_01005	HTCC1002	K12976		100
Q4FNY7	OG0000250	Close sequence match		NrfF	lipid A 3-O-deacylase [EC:3.1.1.-]	PagL,CcmH	HTCC1062_00280	HTCC1062	K12976		100
A0A6H1Q4Z9	OG0000251	Close sequence match	CYT1	CYT1	ubiquinol-cytochrome c reductase cytochrome c1 subunit	Cytochrom_C1	NP1_01180	NP1	K00413	COG2857	100
Q1V0K5	OG0000251	Close sequence match	CYT1	CYT1	ubiquinol-cytochrome c reductase cytochrome c1 subunit	Cytochrom_C1	HTCC1002_01183	HTCC1002	K00413	COG2857	100
Q4FPG7	OG0000251	Close sequence match	CYT1	CYT1	ubiquinol-cytochrome c reductase cytochrome c1 subunit	Cytochrom_C1	HTCC1040_01305	HTCC1040	K00413	COG2857	100
A0A6H1Q221	OG0000252	Close sequence match	DnaX	DnaX	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	DNA_pol3_gamma3,DNA_pol3_delta2,DUF3646	NP1_00741	NP1	K02343	COG2812	100
Q1V1R9	OG0000252	Close sequence match	DnaX	DnaX	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	DNA_pol3_gamma3,DNA_pol3_delta2,DUF3646	HTCC1002_00764	HTCC1002	K02343	COG2812	100
Q4FNB0	OG0000252	Close sequence match	DnaX	DnaX	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	DNA_pol3_gamma3,DNA_pol3_delta2,DUF3646	HTCC1013_00409	HTCC1013	K02343	COG2812	100
A0A6H1Q2L1	OG0000253	Close sequence match	SmrA	SmrA	No Annotation	Smr	NP1_00942	NP1		COG2840	100
Q4FNT1	OG0000253	Close sequence match	SmrA	SmrA	No Annotation	Smr	HTCC1002_00945	HTCC1002		COG2840	100
A0A6H1Q2S5	OG0000254	Close sequence match	MscS	MscS	MscS family membrane protein	MS_channel,AMP-binding	NP1_00974	NP1	K16052	COG0668	100
Q4FNV9	OG0000254	Close sequence match	MscS	MscS	MscS family membrane protein	MS_channel,AMP-binding	HTCC1002_00974	HTCC1002	K16052	COG0668	100
A0A6H1Q206	OG0000255	Close sequence match	GstA	GstA	GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	GST_C,GST_N,GST_N_3	NP1_00596	NP1	K11209	COG0625	100
Q1V239	OG0000255	Close sequence match	GstA	GstA	GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	GST_C,GST_N,GST_N_3	HTCC1002_00637	HTCC1002	K11209	COG0625	100
Q4FMZ0	OG0000255	Close sequence match	GstA	GstA	GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	GST_C,GST_N,GST_N_3	HTCC1013_00293	HTCC1013	K11209	COG0625	100
A0A6H1Q3H8	OG0000256	Close sequence match	ThyX	ThyX	thymidylate synthase (FAD) [EC:2.1.1.148]	Thy1	NP1_01281	NP1	K03465	COG1351	100
Q1V0B5	OG0000256	Close sequence match	ThyX	ThyX	thymidylate synthase (FAD) [EC:2.1.1.148]	Thy1	HTCC1040_01243	HTCC1040	K03465	COG1351	100
Q4FPM5	OG0000256	Close sequence match	ThyX	ThyX	thymidylate synthase (FAD) [EC:2.1.1.148]	Thy1	HTCC1013_01227	HTCC1013	K03465	COG1351	100
A0A6H1Q2C0	OG0000257	Close sequence match	HisB2	HisB2	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	IGPD	HTCC1016_00268	HTCC1016	K01693	COG0131	100
Q4FNT4	OG0000257	Close sequence match	HisB2	HisB2	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	IGPD	HTCC1013_00601	HTCC1013	K01693	COG0131	100
A0A6H1Q3D0	OG0000258	Close sequence match	Pnp	Pnp	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	S1,RNase_PH,RNase_PH_C,KH_1,PNPase	NP1_00887	NP1	K00962	COG1185	100
Q1V1F0	OG0000258	Close sequence match	Pnp	Pnp	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	S1,RNase_PH,RNase_PH_C,KH_1,PNPase	HTCC1002_00889	HTCC1002	K00962	COG1185	100
Q4FNM6	OG0000258	Close sequence match	Pnp	Pnp	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	S1,RNase_PH,RNase_PH_C,KH_1,PNPase	HTCC1062_00392	HTCC1062	K00962	COG1185	100
A0A6H1Q3Q3	OG0000259	Close sequence match	DnaA	DnaA	chromosomal replication initiator protein	Bac_DnaA,Bac_DnaA_C,DnaA_N	NP1_00870	NP1	K02313	COG0593	100
Q1V1G7	OG0000259	Close sequence match	DnaA	DnaA	chromosomal replication initiator protein	Bac_DnaA,Bac_DnaA_C,DnaA_N	HTCC1002_00872	HTCC1002	K02313	COG0593	100
A0A6H1Q2C1	OG0000260	Close sequence match	AceE	AceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	PDH_E1_M,Transketolase_N,Biotin_lipoyl	NP1_00847	NP1	K00163	COG2609	100
Q1V1J2	OG0000260	Close sequence match	AceE	AceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	PDH_E1_M,Transketolase_N,Biotin_lipoyl	HTCC1002_00846	HTCC1002	K00163	COG2609	100
Q4FNI8	OG0000260	Close sequence match	AceE	AceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	PDH_E1_M,Transketolase_N,Biotin_lipoyl	HTCC1062_00432	HTCC1062	K00163	COG2609	100
A0A6H1Q3A2	OG0000261	Close sequence match	TalA	TalA	transaldolase [EC:2.2.1.2]	TAL_FSA,CBS	NP1_00716	NP1		COG0176	100
A0A964XS12	OG0000261	Close sequence match	TalA	TalA	transaldolase [EC:2.2.1.2]	TAL_FSA,CBS	MiE-29_01076	MiE-29	K00616	COG0176	97.7
Q1V1Y8	OG0000261	Close sequence match	TalA	TalA	transaldolase [EC:2.2.1.2]	TAL_FSA,CBS	HTCC1002_00690	HTCC1002		COG0176	100
Q4FN41	OG0000261	Close sequence match	TalA	TalA	transaldolase [EC:2.2.1.2]	TAL_FSA,CBS	HTCC1062_00589	HTCC1062		COG0176	100
A0A6H1Q3D8	OG0000262	Close sequence match	AcnA	AcnA	aconitate hydratase [EC:4.2.1.3]	Aconitase,Aconitase_C	NP1_01348	NP1	K01681	COG1048	100
Q1V052	OG0000262	Close sequence match	AcnA	AcnA	aconitate hydratase [EC:4.2.1.3]	Aconitase,Aconitase_C	HTCC1002_01339	HTCC1002	K01681	COG1048	100
Q4FL10	OG0000262	Close sequence match	AcnA	AcnA	aconitate hydratase [EC:4.2.1.3]	Aconitase,Aconitase_C	HTCC1062_01335	HTCC1062	K01681	COG1048	100
A0A6H1Q2M5	OG0000263	Close sequence match	RecG	RecG	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	Helicase_C,DEAD,RecG_dom3_C,RecG_wedge,CarD_CdnL_TRCF,TRCF,UvrB_inter,Sdh5	NP1_00213	NP1	K03655	COG1200	100
Q1UZ51	OG0000263	Close sequence match	RecG	RecG	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	Helicase_C,DEAD,RecG_dom3_C,RecG_wedge,CarD_CdnL_TRCF,TRCF,UvrB_inter,Sdh5	HTCC1002_00286	HTCC1002	K03655	COG1200	100
Q4FLY8	OG0000263	Close sequence match	RecG	RecG	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	Helicase_C,DEAD,RecG_dom3_C,RecG_wedge,CarD_CdnL_TRCF,TRCF,UvrB_inter,Sdh5	HTCC1013_00838	HTCC1013	K03655	COG1200	100
A0A6H1Q537	OG0000264	Close sequence match	SLT	SLT	No Annotation	SLT_4	NP1_01091	NP1		COG4764	100
Q1V0U6	OG0000264	Close sequence match	SLT	SLT	No Annotation	SLT_4	HTCC1002_01092	HTCC1002		COG4764	100
Q4FP76	OG0000264	Close sequence match	SLT	SLT	No Annotation	SLT_4	HTCC1013_00751	HTCC1013		COG4764	100
A0A6H1Q3X1	OG0000265	Close sequence match	MurC	MurC	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	Mur_ligase_C,Mur_ligase_M,Mur_ligase	NP1_01267	NP1	K01924	COG0773	100
Q1V0D0	OG0000265	Close sequence match	MurC	MurC	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	Mur_ligase_C,Mur_ligase_M,Mur_ligase	HTCC1002_01260	HTCC1002	K01924	COG0773	100
Q4FPK6	OG0000265	Close sequence match	MurC	MurC	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	Mur_ligase_C,Mur_ligase_M,Mur_ligase	HTCC1062_00024	HTCC1062	K01924	COG0773	100
A0A6H1Q2W1	OG0000266	Close sequence match	RnhA	RnhA	ribonuclease HI [EC:3.1.26.4]	RNase_H	NP1_01151	NP1	K03469	COG0328	100
Q1V0N3	OG0000266	Close sequence match	RnhA	RnhA	ribonuclease HI [EC:3.1.26.4]	RNase_H	HTCC1002_01155	HTCC1002	K03469	COG0328	100
Q4FPD9	OG0000266	Close sequence match	RnhA	RnhA	ribonuclease HI [EC:3.1.26.4]	RNase_H	HTCC1013_01346	HTCC1013	K03469	COG0328	100
A0A6H1Q0E2	OG0000267	Close sequence match	RidA	RidA	No Annotation	YjgF_endoribonc	NP1_00120	NP1		COG0251	100
Q4FLP9	OG0000267	Close sequence match	RidA	RidA	No Annotation	YjgF_endoribonc	HTCC1002_00197	HTCC1002		COG0251	100
A0A6H1Q3W3	OG0000268	Close sequence match	LysS	LysS	lysyl-tRNA synthetase, class I [EC:6.1.1.6]	tRNA-synt_1f,Anticodon_2	NP1_01072	NP1	K04566	COG1384	100
Q1V0W5	OG0000268	Close sequence match	LysS	LysS	lysyl-tRNA synthetase, class I [EC:6.1.1.6]	tRNA-synt_1f,Anticodon_2	HTCC1002_01073	HTCC1002	K04566	COG1384	100
Q4FP57	OG0000268	Close sequence match	LysS	LysS	lysyl-tRNA synthetase, class I [EC:6.1.1.6]	tRNA-synt_1f,Anticodon_2	HTCC1016_00144	HTCC1016	K04566	COG1384	99.8
A0A6H1Q2A8	OG0000269	Close sequence match	AroQ	AroQ	3-dehydroquinate dehydratase II [EC:4.2.1.10]	DHquinase_II	NP1_00496	NP1	K03786	COG0757	100
Q1V2D0	OG0000269	Close sequence match	AroQ	AroQ	3-dehydroquinate dehydratase II [EC:4.2.1.10]	DHquinase_II	HTCC1002_00547	HTCC1002	K03786	COG0757	100
Q4FMP2	OG0000269	Close sequence match	AroQ	AroQ	3-dehydroquinate dehydratase II [EC:4.2.1.10]	DHquinase_II	HTCC1016_00664	HTCC1016	K03786	COG0757	100
A0A6H1Q281	OG0000270	Close sequence match	OsmY	OsmY	hyperosmotically inducible periplasmic protein	BON,malic,LPAM_1	NP1_00905	NP1	K04065	COG2823	100
Q1V1D1	OG0000270	Close sequence match	OsmY	OsmY	hyperosmotically inducible periplasmic protein	BON,malic,LPAM_1	HTCC1002_00907	HTCC1002	K04065	COG2823	100
Q4FNP4	OG0000270	Close sequence match	OsmY	OsmY	hyperosmotically inducible periplasmic protein	BON,malic,LPAM_1	HTCC1040_00215	HTCC1040	K04065	COG2823	100
A0A381QV90	OG0000271	Close sequence match	SH3	SH3	No Annotation	SH3_4,SH3_3	ETNP2013_S02_SV82_300m_MAG_01_00380	ETNP2013_S02_SV82_300m_MAG_01		COG3807	100
Q1V1F9	OG0000271	Close sequence match	SH3	SH3	No Annotation	SH3_4,SH3_3	HTCC1002_00880	HTCC1002		COG3807	100
Q4FNL6	OG0000271	Close sequence match	SH3	SH3	No Annotation	SH3_4,SH3_3	HTCC1013_00533	HTCC1013		COG3807	100
Q4FNH8	OG0000272	Close sequence match	InfC	InfC	translation initiation factor IF-3	IF3_C,IF3_N	HTCC1002_00836	HTCC1002	K02520	COG0290	100
A0A6H1Q2Q9	OG0000273	Close sequence match	CcmC	CcmC	heme exporter protein C	Cytochrom_C_asm	NP1_00996	NP1	K02195	COG0755	100
Q1V140	OG0000273	Close sequence match	CcmC	CcmC	heme exporter protein C	Cytochrom_C_asm	HTCC1002_00999	HTCC1002	K02195	COG0755	100
Q4FNY1	OG0000273	Close sequence match	CcmC	CcmC	heme exporter protein C	Cytochrom_C_asm	HTCC1062_00286	HTCC1062	K02195	COG0755	100
Q4FN72	OG0000274	Close sequence match	HisB1/GmhB	GCD1	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	NTP_transferase,PNK3P,CBS,Hydrolase_like,HAD_2,GFO_IDH_MocA_C	HTCC1002_00722	HTCC1002	K03273	COG0241	100
A0A381SQB2	OG0000275	Close sequence match	DnaJ	DnaJ	molecular chaperone DnaJ	DnaJ,DnaJ_CXXCXGXG,DnaJ_C	ETNP2013_S02_SV82_300m_MAG_01_00542	ETNP2013_S02_SV82_300m_MAG_01	K03686	COG0484	100
A0A6H1Q3U9	OG0000275	Close sequence match	DnaJ	DnaJ	molecular chaperone DnaJ	DnaJ,DnaJ_CXXCXGXG,DnaJ_C	NP1_00911	NP1	K03686	COG0484	100
Q1V1C5	OG0000275	Close sequence match	DnaJ	DnaJ	molecular chaperone DnaJ	DnaJ,DnaJ_CXXCXGXG,DnaJ_C	HTCC1002_00913	HTCC1002	K03686	COG0484	100
Q4FNQ0	OG0000275	Close sequence match	DnaJ	DnaJ	molecular chaperone DnaJ	DnaJ,DnaJ_CXXCXGXG,DnaJ_C	HTCC1062_00368	HTCC1062	K03686	COG0484	100
A0A6H1Q4B9	OG0000276	Close sequence match	SAM1	SAM1	adenosylhomocysteinase [EC:3.13.2.1]	AdoHcyase,AdoHcyase_NAD,2-Hacid_dh_C,Shikimate_DH	NP1_01085	NP1	K01251	COG0499	100
Q4FP70	OG0000276	Close sequence match	SAM1	SAM1	adenosylhomocysteinase [EC:3.13.2.1]	AdoHcyase,AdoHcyase_NAD,2-Hacid_dh_C,Shikimate_DH	HTCC1002_01086	HTCC1002	K01251	COG0499	100
A0A6H1Q2L7	OG0000277	Close sequence match	AtpC	AtpC	F-type H+-transporting ATPase subunit epsilon	ATP-synt_DE_N,TerB	HTCC1013_00714	HTCC1013	K02114	COG0355	100
Q4FP39	OG0000277	Close sequence match	AtpC	AtpC	F-type H+-transporting ATPase subunit epsilon	ATP-synt_DE_N,TerB	HTCC1002_01055	HTCC1002	K02114	COG0355	100
A0A6H1Q304	OG0000278	Close sequence match	AtpD	AtpD	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	ATP-synt_ab,ATP-synt_ab_N	NP1_01053	NP1	K02112	COG0055	100
Q4FP38	OG0000278	Close sequence match	AtpD	AtpD	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	ATP-synt_ab,ATP-synt_ab_N	HTCC1002_01054	HTCC1002	K02133	COG0055	100
A0A6H1Q1G0	OG0000279	Close sequence match	AroC	AroC	chorismate synthase [EC:4.2.3.5]	Chorismate_synt	NP1_00612	NP1	K01736	COG0082	100
Q4FN06	OG0000279	Close sequence match	AroC	AroC	chorismate synthase [EC:4.2.3.5]	Chorismate_synt	HTCC1002_00653	HTCC1002	K01736	COG0082	100
A0A6H1Q3N4	OG0000280	Close sequence match	YbhL	YbhL	uncharacterized protein	Bax1-I	NP1_00992	NP1	K06890	COG0670	100
Q1V144	OG0000280	Close sequence match	YbhL	YbhL	uncharacterized protein	Bax1-I	HTCC1002_00995	HTCC1002	K06890	COG0670	100
Q1UZT2	OG0000281	Close sequence match	RpoZ	RpoZ	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	RNA_pol_Rpb6	HTCC1002_00050	HTCC1002	K03060	COG1758	100
Q4FLD7	OG0000281	Close sequence match	RpoZ	RpoZ	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	RNA_pol_Rpb6	HTCC1040_01050	HTCC1040	K03060	COG1758	100
A0A6H1Q2N6	OG0000282	Close sequence match	RpmB	RpmB	large subunit ribosomal protein L28	Ribosomal_L28	NP1_01074	NP1	K02902	COG0227	100
Q4FP59	OG0000282	Close sequence match	RpmB	RpmB	large subunit ribosomal protein L28	Ribosomal_L28	HTCC1002_01075	HTCC1002	K02902	COG0227	100
A0A6H1Q324	OG0000283	Close sequence match	PyrD	PyrD	dihydroorotate dehydrogenase [EC:1.3.5.2]	DHO_dh	NP1_01073	NP1	K00254	COG0167	100
Q1V0W4	OG0000283	Close sequence match	PyrD	PyrD	dihydroorotate dehydrogenase [EC:1.3.5.2]	DHO_dh	HTCC1002_01074	HTCC1002	K00254	COG0167	100
Q4FP58	OG0000283	Close sequence match	PyrD	PyrD	dihydroorotate dehydrogenase [EC:1.3.5.2]	DHO_dh	HTCC1062_00209	HTCC1062	K00254	COG0167	100
A0A6H1Q328	OG0000284	Close sequence match		NrdA	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	Ribonuc_red_lgC,Ribonuc_red_2_N	NP1_00501	NP1			100
Q1V2C5	OG0000284	Close sequence match		NrdA	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	Ribonuc_red_lgC,Ribonuc_red_2_N	HTCC1002_00552	HTCC1002			100
Q4FMP7	OG0000284	Close sequence match		NrdA	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	Ribonuc_red_lgC,Ribonuc_red_2_N	HTCC1013_00203	HTCC1013			100
A0A6H1Q147	OG0000285	Close sequence match	CafA	CafA	ribonuclease E [EC:3.1.26.12]	RNase_E_G,S1,ThiS	NP1_00493	NP1		COG1530	100
Q1V2D3	OG0000285	Close sequence match	CafA	CafA	ribonuclease E [EC:3.1.26.12]	RNase_E_G,S1,ThiS	HTCC1002_00544	HTCC1002		COG1530	100
Q4FMN9	OG0000285	Close sequence match	CafA	CafA	ribonuclease E [EC:3.1.26.12]	RNase_E_G,S1,ThiS	HTCC1013_00195	HTCC1013		COG1530	100
A0A6H1Q4W2	OG0000286	Close sequence match	ThrC	ThrC	threonine synthase [EC:4.2.3.1]	PALP,Thr_synth_N	NP1_01149	NP1	K01733	COG0498	100
Q4FPD7	OG0000286	Close sequence match	ThrC	ThrC	threonine synthase [EC:4.2.3.1]	PALP,Thr_synth_N	HTCC1002_01153	HTCC1002	K01733	COG0498	100
A0A6H1Q2Y9	OG0000287	Close sequence match	AccA	AccA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	ACCA,Carboxyl_trans	NP1_00737	NP1	K01962	COG0825	100
Q1V1S3	OG0000287	Close sequence match	AccA	AccA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	ACCA,Carboxyl_trans	HTCC1002_00760	HTCC1002	K01962	COG0825	100
Q4FNA6	OG0000287	Close sequence match	AccA	AccA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	ACCA,Carboxyl_trans	HTCC1013_00405	HTCC1013	K01962	COG0825	100
A0A6H1Q3E4	OG0000288	Close sequence match	CpoB	CpoB	No Annotation	TPR_16,TPR_6	NP1_00626	NP1		COG1729	100
Q1V210	OG0000288	Close sequence match	CpoB	CpoB	No Annotation	TPR_16,TPR_6	HTCC1002_00667	HTCC1002		COG1729	100
Q4FN19	OG0000288	Close sequence match	CpoB	CpoB	No Annotation	TPR_16,TPR_6	HTCC1062_00612	HTCC1062		COG1729	100
A0A6H1Q1G4	OG0000289	Close sequence match	RluA	RluA	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	PseudoU_synth_2,S4	NP1_00618	NP1	K06180	COG0564	100
Q1V218	OG0000289	Close sequence match	RluA	RluA	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	PseudoU_synth_2,S4	HTCC1002_00659	HTCC1002	K06180	COG0564	100
Q4FN11	OG0000289	Close sequence match	RluA	RluA	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	PseudoU_synth_2,S4	HTCC1062_00620	HTCC1062	K06180	COG0564	100
A0A6H1Q3X9	OG0000290	Close sequence match	Tim44	Tim44	No Annotation	Tim44	NP1_00941	NP1		COG4395	100
Q1V194	OG0000290	Close sequence match	Tim44	Tim44	No Annotation	Tim44	HTCC1002_00944	HTCC1002		COG4395	100
Q4FNT0	OG0000290	Close sequence match	Tim44	Tim44	No Annotation	Tim44	HTCC1013_00597	HTCC1013		COG4395	100
A0A6H1Q293	OG0000291	Close sequence match		SERPIN	No Annotation	DUF3576	NP1_00920	NP1			100
Q1V1B6	OG0000291	Close sequence match		SERPIN	No Annotation	DUF3576	HTCC1002_00922	HTCC1002			100
Q4FNQ9	OG0000291	Close sequence match		SERPIN	No Annotation	DUF3576	HTCC1062_00359	HTCC1062			100
A0A6H1Q2T0	OG0000292	Close sequence match	FabA	FabA	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	FabA	NP1_00883	NP1	K01716	COG0764	100
Q1V1F4	OG0000292	Close sequence match	FabA	FabA	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	FabA	HTCC1002_00885	HTCC1002	K01716	COG0764	100
Q4FNM1	OG0000292	Close sequence match	FabA	FabA	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	FabA	HTCC1013_00538	HTCC1013	K01716	COG0764	100
Q4FNH7	OG0000293	Close sequence match	RpmI	RpmI	large subunit ribosomal protein L35	Ribosomal_L35p	HTCC1002_00835	HTCC1002	K02916	COG0291	100
A0A6H1Q4D1	OG0000294	Close sequence match	LepA	LepA	GTP-binding protein LepA	GTP_EFTU,LepA_C,EFG_C,GTP_EFTU_D2,EFG_III,PUA,PDZ_6	NP1_00832	NP1	K03596	COG0481	100
Q1V1K7	OG0000294	Close sequence match	LepA	LepA	GTP-binding protein LepA	GTP_EFTU,LepA_C,EFG_C,GTP_EFTU_D2,EFG_III,PUA,PDZ_6	HTCC1002_00831	HTCC1002	K03596	COG0481	100
Q4FNH3	OG0000294	Close sequence match	LepA	LepA	GTP-binding protein LepA	GTP_EFTU,LepA_C,EFG_C,GTP_EFTU_D2,EFG_III,PUA,PDZ_6	HTCC1062_00447	HTCC1062	K03596	COG0481	100
A0A6H1Q2T8	OG0000295	Close sequence match	Srp	Srp	signal recognition particle subunit SRP54 [EC:3.6.5.4]	SRP54,SRP54_N,SRP_SPB	NP1_01026	NP1	K03106	COG0541	100
Q1V112	OG0000295	Close sequence match	Srp	Srp	signal recognition particle subunit SRP54 [EC:3.6.5.4]	SRP54,SRP54_N,SRP_SPB	HTCC1002_01027	HTCC1002	K03106	COG0541	100
Q4FP11	OG0000295	Close sequence match	Srp	Srp	signal recognition particle subunit SRP54 [EC:3.6.5.4]	SRP54,SRP54_N,SRP_SPB	HTCC1013_00680	HTCC1013	K03106	COG0541	100
A0A6H1Q2A0	OG0000296	Close sequence match	ParA	ParA	chromosome partitioning protein	AAA_31,MipZ,CbiA,GidB	NP1_00925	NP1	K03496	COG1192	100
Q1V1B1	OG0000296	Close sequence match	ParA	ParA	chromosome partitioning protein	AAA_31,MipZ,CbiA,GidB	HTCC1002_00927	HTCC1002	K03496	COG1192	100
Q4FNR4	OG0000296	Close sequence match	ParA	ParA	chromosome partitioning protein	AAA_31,MipZ,CbiA,GidB	HTCC1013_00581	HTCC1013	K03496	COG1192	100
A0A6H1Q2Q6	OG0000297	Close sequence match	SseA	SseA	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	Rhodanese	NP1_01094	NP1	K01011	COG2897	100
Q1V0U3	OG0000297	Close sequence match	SseA	SseA	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	Rhodanese	HTCC1002_01095	HTCC1002	K01011	COG2897	100
Q4FP79	OG0000297	Close sequence match	SseA	SseA	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	Rhodanese	HTCC1062_00188	HTCC1062	K01011	COG2897	100
Q4FP37	OG0000298	Close sequence match	AtpG	AtpG	F-type H+-transporting ATPase subunit gamma	ATP-synt,AA_kinase	HTCC1013_00712	HTCC1013	K02115	COG0224	100
Q1V238	OG0000299	Close sequence match	TrxB	TrxB	No Annotation	Pyr_redox_3,Pyr_redox_2	HTCC1002_00638	HTCC1002		COG0492	100
Q4FMZ1	OG0000299	Close sequence match	TrxB	TrxB	No Annotation	Pyr_redox_3,Pyr_redox_2	HTCC1062_00641	HTCC1062		COG0492	100
A0A6H1Q3L2	OG0000300	Close sequence match	LpxC	LpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	LpxC	NP1_01272	NP1	K02535	COG0774	100
Q4FPL1	OG0000300	Close sequence match	LpxC	LpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	LpxC	HTCC1002_01265	HTCC1002	K02535	COG0774	100
A0A6H1Q311	OG0000301	Close sequence match	TrxB	TrxB	thioredoxin reductase (NADPH) [EC:1.8.1.9]	Pyr_redox_2	NP1_01202	NP1	K00384	COG0492	100
Q1V0I5	OG0000301	Close sequence match	TrxB	TrxB	thioredoxin reductase (NADPH) [EC:1.8.1.9]	Pyr_redox_2	HTCC1002_01203	HTCC1002	K00384	COG0492	100
Q4FPI8	OG0000301	Close sequence match	TrxB	TrxB	thioredoxin reductase (NADPH) [EC:1.8.1.9]	Pyr_redox_2	HTCC1013_01297	HTCC1013	K00384	COG0492	100
A0A381T5M8	OG0000302	Close sequence match	Udg4	Udg4	uracil-DNA glycosylase [EC:3.2.2.27]	UDG	ETNP2013_S02_SV82_300m_MAG_01_00677	ETNP2013_S02_SV82_300m_MAG_01	K21929	COG1573	99.6
A0A6H1Q3L8	OG0000302	Close sequence match	Udg4	Udg4	uracil-DNA glycosylase [EC:3.2.2.27]	UDG	NP1_01170	NP1	K21929	COG1573	100
Q1V0L4	OG0000302	Close sequence match	Udg4	Udg4	uracil-DNA glycosylase [EC:3.2.2.27]	UDG	HTCC1002_01174	HTCC1002	K21929	COG1573	100
Q4FPF8	OG0000302	Close sequence match	Udg4	Udg4	uracil-DNA glycosylase [EC:3.2.2.27]	UDG	HTCC1062_00110	HTCC1062	K21929	COG1573	100
A0A6H1Q1G8	OG0000303	Close sequence match	FolP	FolP	dihydropteroate synthase [EC:2.5.1.15]	Pterin_bind	NP1_00623	NP1	K00796	COG0294	100
Q1V213	OG0000303	Close sequence match	FolP	FolP	dihydropteroate synthase [EC:2.5.1.15]	Pterin_bind	HTCC1002_00664	HTCC1002	K00796	COG0294	100
