id	prokka_seq_name	COG_ID	COG_GENE_NAME	COG_NAME	COG_LETTER	KO	ko_definition
OG1226	DNA-binding transcriptional activator DecR	COG1522	Lrp	"DNA-binding transcriptional regulator, Lrp family"	K	K03719	"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
OG1227	hypothetical protein	COG1565	MidA	Phosphatidylethanolamine N-methyltransferase	G	NA	NA
OG1228	Inner membrane protein YqaA	COG1238	YgaA	"Uncharacterized membrane protein YqaA, VTT domain"	S	K03975	membrane-associated protein
OG1229	hypothetical protein	COG3613	RCL	Nucleoside 2-deoxyribosyltransferase	F	NA	NA
OG1230	hypothetical protein	COG0697	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	G	NA	NA
OG1231	tRNA (guanine-N(7)-)-methyltransferase	COG0220	TrmB	tRNA G46 N7-methylase TrmB	J	K03439	tRNA (guanine-N7-)-methyltransferase
OG1232	hypothetical protein	COG2391	YedE	"Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains"	R	K07112	uncharacterized protein
OG1233	hypothetical protein	COG0500	SmtA	SAM-dependent methyltransferase	Q	K16868	tellurite methyltransferase
OG1234	hypothetical protein	COG0859	RfaF	ADP-heptose:LPS heptosyltransferase	M	NA	NA
OG1235	Glucosyl-3-phosphoglycerate synthase	NA	NA	NA	NA	K13693	glucosyl-3-phosphoglycerate synthase
OG1236	Heme oxygenase (staphylobilin-producing)	COG2329	HmoA	Heme-degrading monooxygenase HmoA and related ABM domain proteins	H	NA	NA
OG1237	hypothetical protein	COG4454	NA	"Uncharacterized copper-binding protein, cupredoxin-like subfamily"	R	NA	NA
OG1238	Multifunctional alkaline phosphatase superfamily protein	COG3119	AslA	"Arylsulfatase A or related enzyme, AlkP superfamily"	P	K01130	arylsulfatase
OG1239	Pyruvate kinase	COG0469	PykF	Pyruvate kinase	G	K00873	pyruvate kinase
OG1240	hypothetical protein	COG4966	PilW	Type IV pilus assembly protein PilW	N	K02672	type IV pilus assembly protein PilW
OG1241	hypothetical protein	COG5337	CotH	Spore coat protein CotH	M	K01507	inorganic pyrophosphatase
OG1242	Glucosyl-3-phosphoglycerate/mannosyl-3-phosphoglycerate phosphatase	COG3769	YedP	"Mannosyl-3-phosphoglycerate phosphatase YedP/MpgP, HAD superfamily"	G	K07026	mannosyl-3-phosphoglycerate phosphatase
OG1243	Cytidine diphosphoramidate kinase	COG0529	CysC	Adenylylsulfate kinase or related kinase	P	K00955	bifunctional enzyme CysN/CysC
OG1244	Exodeoxyribonuclease 7 large subunit	COG1570	XseA	"Exonuclease VII, large subunit"	L	K03601	exodeoxyribonuclease VII large subunit
OG1245	GTPase Der	COG1160	Der	Double Era-like domain GTPase Der	J	K03977	GTPase NA
OG1246	Alanine racemase	COG0787	Alr	Alanine racemase	M	K01775	alanine racemase
OG1247	hypothetical protein	COG4530	NPY1	Uncharacterized conserved protein	S	NA	NA
OG1248	hypothetical protein	COG3167	PilO	Type IV pilus assembly protein PilO	N	NA	NA
OG1249	hypothetical protein	COG4697	NA	"Uncharacterized conserved protein, DUF2139 domain"	S	NA	NA
OG1250	Uric acid degradation bifunctional protein	COG3195	PucL	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation)	F	NA	NA
OG1251	CTP:phosphoglutamine cytidylyltransferase	COG1213	GCD1	Choline kinase	I	K01009	L-glutamine-phosphate cytidylyltransferase
OG1252	hypothetical protein	COG4641	MviM	Spore maturation protein CgeB	D	K06320	spore maturation protein CgeB
OG1253	Serine-protein kinase RsbW	COG2172	RsbW	Anti-sigma regulatory factor (Ser/Thr protein kinase)	T	K04757	serine/threonine-protein kinase RsbW
OG1254	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1255	hypothetical protein	COG4091	MviM	"Predicted homoserine dehydrogenase, contains C-terminal SAF domain"	E	NA	NA
OG1256	hypothetical protein	COG1331	YyaL	"Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains"	R	K06888	uncharacterized protein
OG1257	Putative glutamine amidotransferase	COG2071	PuuD	"Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain"	E	K07010	putative glutamine amidotransferase
OG1258	hypothetical protein	COG0070	GltB3	Glutamate synthase domain 3	E	K22082	methylamine---glutamate N-methyltransferase subunit B
OG1259	hypothetical protein	COG2941	Coq7	"Demethoxyubiquinone hydroxylase, CLK1/Coq7/Cat5 family (ubiquinone biosynthesis)"	H	K17893	ubiquinol oxidase
OG1260	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1261	Nitrogen regulatory protein P-II	COG0347	GlnK	Nitrogen regulatory protein PII	T	K04751	nitrogen regulatory protein P-II 1
OG1262	Superoxide dismutase [Fe]	COG0605	SodA	Superoxide dismutase	P	K04564	"superoxide dismutase, Fe-Mn family"
OG1263	"2-methyl-1,2-propanediol dehydrogenase"	COG2303	BetA	Choline dehydrogenase or related flavoprotein	I	K26059	glucoside 3-dehydrogenase (cytochrome c) catalytic subunit
OG1264	hypothetical protein	COG2391	YedE	"Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains"	R	K07112	uncharacterized protein
OG1265	hypothetical protein	COG3239	DesA	Fatty acid desaturase	I	NA	NA
OG1266	hypothetical protein	COG1670	RimL	"Protein N-acetyltransferase, RimJ/RimL family"	J	K03790	[ribosomal protein S5]-alanine N-acetyltransferase
OG1267	Ribonuclease PH	COG0689	Rph	Ribonuclease PH	J	K00989	ribonuclease PH
OG1268	Ribosomal large subunit pseudouridine synthase B	COG1187	RsuA	"Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605"	J	K06178	23S rRNA pseudouridine2605 synthase
OG1269	NADPH dehydrogenase	COG1902	FadH	"2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family"	C	K10680	N-ethylmaleimide reductase
OG1270	hypothetical protein	COG4152	YhaQ	"ABC-type uncharacterized transport system, ATPase component"	R	NA	NA
OG1271	hypothetical protein	COG4102	NA	"Uncharacterized conserved protein, DUF1501 family"	S	NA	NA
OG1272	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1273	hypothetical protein	COG0633	Fdx	Ferredoxin	C	K02639	ferredoxin NA
OG1274	Hemolysin C	COG1253	TlyC	"Hemolysin-related protein, contains CBS domains, UPF0053 family"	R	K06189	hemolysin (HlyC) family protein
OG1275	hypothetical protein	COG0589	UspA	"Nucleotide-binding universal stress protein,  UspA family"	T	NA	NA
OG1276	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1277	Exodeoxyribonuclease 7 small subunit	COG1722	XseB	Exonuclease VII small subunit	L	K03602	exodeoxyribonuclease VII small subunit
OG1278	hypothetical protein	COG2120	LmbE	"N-acetylglucosaminyl deacetylase, LmbE family"	G	K01463	N-acetylglucosamine malate deacetylase 1
OG1279	hypothetical protein	COG1285	SapB	"Magnesium uptake protein YhiD/SapB, involved in acid resistance"	P	NA	NA
OG1280	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1281	hypothetical protein	COG3631	YesE	Ketosteroid isomerase-related protein	R	K06893	uncharacterized protein
OG1282	hypothetical protein	COG1653	UgpB	"ABC-type glycerol-3-phosphate transport system, periplasmic component"	G	K02027	multiple sugar transport system substrate-binding protein
OG1283	hypothetical protein	COG0845	AcrA	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	M	K18990	"membrane fusion protein, multidrug efflux system"
OG1284	L-fucose mutarotase	COG4154	FucU	"L-fucose mutarotase/ribose pyranase, RbsD/FucU family"	G	K02431	L-fucose mutarotase
OG1285	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1286	Pseudoazurin	COG3794	PetE	Plastocyanin	C	K02638	plastocyanin NA
OG1287	hypothetical protein	COG4536	CorB	"Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains"	P	K03699	"magnesium and cobalt exporter, CNNM family"
OG1288	hypothetical protein	COG2982	AsmA	Uncharacterized conserved protein AsmA involved in outer membrane biogenesis	M	NA	NA
OG1289	Divalent-cation tolerance protein CutA	COG1324	CutA1	Divalent cation tolerance protein CutA	P	K03926	periplasmic divalent cation tolerance protein
OG1290	hypothetical protein	COG2095	MarC	"Small neutral amino acid transporter SnatA, MarC family"	E	K05595	multiple antibiotic resistance protein
OG1291	hypothetical protein	COG2148	WcaJ	"Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)"	M	K13012	O-antigen biosynthesis protein WbqP
OG1292	hypothetical protein	COG4421	NA	Capsular polysaccharide biosynthesis protein	M	NA	NA
OG1293	hypothetical protein	COG5036	NA	SPX domain-containing protein involved in vacuolar polyphosphate accumulation	P	NA	NA
OG1294	hypothetical protein	COG1074	AddB	3â€-5â€ helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V)	L	NA	NA
OG1295	hypothetical protein	COG3980	SpsG	"Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase"	M	K15897	"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase"
OG1296	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1297	hypothetical protein	COG0438	RfaB	Glycosyltransferase involved in cell wall bisynthesis	M	NA	NA
OG1298	Methylmalonyl-CoA carboxyltransferase 12S subunit	COG4799	MmdA	"Acetyl-CoA carboxylase, carboxyltransferase component"	I	K01966	propionyl-CoA carboxylase beta chain
OG1299	hypothetical protein	COG5590	NA	Ubiquinone biosynthesis protein COQ9	H	K18587	ubiquinone biosynthesis protein COQ9
OG1300	Putative acetyltransferase EpsM	COG1044	LpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	M	NA	NA
OG1301	hypothetical protein	COG4198	NA	"Uncharacterized conserved protein, DUF1015 family"	S	NA	NA
OG1302	hypothetical protein	COG0599	YurZ	"Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family"	R	K01607	4-carboxymuconolactone decarboxylase
OG1303	hypothetical protein	COG1680	AmpC	"CubicO group peptidase, beta-lactamase class C family"	V	NA	NA
OG1304	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1305	hypothetical protein	COG3000	ERG3	"Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily"	I	NA	NA
OG1306	putative protein	COG2081	YhiN	Predicted flavoprotein YhiN	R	NA	NA
OG1307	hypothetical protein	COG2108	NA	Uncharacterized radical SAM domain-containing protein	S	NA	NA
OG1308	Dual-specificity RNA methyltransferase RlmN	COG0820	RlmN	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37	J	K06941	23S rRNA (adenine2503-C2)-methyltransferase
OG1309	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1310	hypothetical protein	COG3751	EGL9	"Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain"	J	NA	NA
OG1311	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1312	Dimethlysulfonioproprionate lyase DddW	COG0662	ManC	"Mannose-6-phosphate isomerase, cupin superfamily"	G	K14673	putative monooxygenase
OG1313	P-loop guanosine triphosphatase YjiA	COG0523	YejR	"Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family"	O	K03189	urease accessory protein
OG1314	hypothetical protein	COG4032	IlvB	"Sulfopyruvate decarboxylase, TPP-binding subunit (coenzyme M biosynthesis)"	H	K09459	phosphonopyruvate decarboxylase
OG1315	Putative fluoride ion transporter CrcB	COG0239	CrcB	"Fluoride ion exporter CrcB/FEX, affects chromosome condensation"	D	K06199	fluoride exporter
OG1316	hypothetical protein	COG1061	SSL2	Superfamily II DNA or RNA helicase	K	K01153	"type I restriction enzyme, R subunit"
OG1317	Glucosylglycerate phosphorylase	COG0366	AmyA	Glycosidase/amylase (phosphorylase)	G	K00690	sucrose phosphorylase
OG1318	HTH-type transcriptional regulator XynR	COG1414	IclR	"DNA-binding transcriptional regulator, IclR family"	K	NA	NA
OG1319	hypothetical protein	NA	NA	NA	NA	K21162	enediyne biosynthesis protein E4
OG1320	hypothetical protein	COG0697	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	G	NA	NA
OG1321	hypothetical protein	COG1664	CcmA	"Cytoskeletal protein CcmA, bactofilin family"	Z	NA	NA
OG1322	Hercynine oxygenase	COG1262	YfmG	"Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain"	O	NA	NA
OG1323	hypothetical protein	COG2194	OpgE	"Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily"	M	NA	NA
OG1324	hypothetical protein	COG0726	CDA1	"Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family"	G	NA	NA
OG1325	Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein	COG4310	NA	"Uncharacterized conserved protein, cotains an aminopeptidase-like domain"	R	NA	NA
OG1326	hypothetical protein	COG0542	ClpA	"ATP-dependent Clp protease, ATP-binding subunit ClpA"	O	K03695	ATP-dependent Clp protease ATP-binding subunit ClpB
OG1327	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1328	"Formate dehydrogenase, mitochondrial"	COG0111	SerA	Phosphoglycerate dehydrogenase or related dehydrogenase	H	NA	NA
OG1329	hypothetical protein	COG5477	NA	Predicted small integral membrane protein	S	NA	NA
OG1330	Cytochrome c biogenesis ATP-binding export protein CcmA	COG4133	CcmA	"ABC-type transport system involved in cytochrome c biogenesis, ATPase component"	O	K02193	heme exporter protein A
OG1331	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase	COG1611	PpnN	"Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family"	F	K22522	cytokinin riboside 5'-monophosphate phosphoribohydrolase
OG1332	hypothetical protein	COG1434	ElyC	"Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family"	M	NA	NA
OG1333	hypothetical protein	COG5285	PhyH	"Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family"	Q	NA	NA
OG1334	hypothetical protein	COG4391	NA	"Uncharacterized protein, contains Zn-finger domain"	S	K03939	NADH dehydrogenase (ubiquinone) Fe-S protein 6
OG1335	hypothetical protein	COG0697	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	G	K15270	S-adenosylmethionine uptake transporter
OG1336	hypothetical protein	COG3665	YcgI	"Uncharacterized conserved protein YcgI, DUF1989 family"	S	K09967	uncharacterized protein
OG1337	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1338	Cysteine desulfuration protein SufE	COG2166	SufE	"Sulfur transfer protein SufE, Fe-S cluster assembly"	O	K02426	cysteine desulfuration protein SufE
OG1339	Inner membrane protein YrbG	COG0530	ECM27	Ca2+/Na+ antiporter	P	K07301	cation:H+ antiporter
OG1340	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1341	hypothetical protein	COG2208	RsbU	"Phosphoserine phosphatase RsbU, regulator of sigma subunit"	T	K07315	phosphoserine phosphatase RsbU/P
OG1342	hypothetical protein	COG3188	FimD	Outer membrane usher protein FimD/PapC	M	K07280	outer membrane protein
OG1343	hypothetical protein	COG3176	NA	Putative hemolysin	R	K22310	L-ornithine Nalpha-acyltransferase
OG1344	ATP-dependent Clp protease adapter protein ClpS	COG2127	ClpS	ATP-dependent Clp protease adapter protein ClpS	O	K06891	ATP-dependent Clp protease adaptor protein ClpS
OG1345	hypothetical protein	COG3356	NA	"Predicted membrane-associated lipid hydrolase, neutral ceramidase superfamily"	I	NA	NA
OG1346	hypothetical protein	COG0412	DLH	Dienelactone hydrolase	Q	K01061	carboxymethylenebutenolidase
OG1347	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1348	hypothetical protein	COG3176	NA	Putative hemolysin	R	NA	NA
OG1349	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1350	hypothetical protein	COG1359	YgiN	Quinol monooxygenase YgiN	C	NA	NA
OG1351	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1352	hypothetical protein	COG2259	DoxX	"Uncharacterized membrane protein YphA, DoxX/SURF4 family"	S	NA	NA
OG1353	Heme exporter protein B	COG2386	CcmB	"ABC-type transport system involved in cytochrome c biogenesis, permease component"	O	K02194	heme exporter protein B
OG1354	hypothetical protein	COG5508	NA	"Uncharacterized conserved protein, DUF1674 domain"	S	NA	NA
OG1355	hypothetical protein	COG1680	AmpC	"CubicO group peptidase, beta-lactamase class C family"	V	NA	NA
OG1356	"PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL"	COG2376	DAK1	Dihydroxyacetone kinase	G	K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL
OG1357	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1358	hypothetical protein	COG5271	MDN1	"Midasin, AAA ATPase with  vWA domain, involved in ribosome maturation"	J	NA	NA
OG1359	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1360	hypothetical protein	COG4736	CcoQ	"Cbb3-type cytochrome oxidase, subunit 3"	C	NA	NA
OG1361	hypothetical protein	COG1807	ArnT	"PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA"	M	NA	NA
OG1362	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1363	Histidine N-alpha-methyltransferase	COG4301	NA	"Uncharacterized protein, contains predicted SAM-dependent methyltransferase domain"	R	K18911	L-histidine Nalpha-methyltransferase
OG1364	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1365	hypothetical protein	COG2940	SET	SET domain-containing protein (function unknown)	R	NA	NA
OG1366	Bicarbonate transporter BicA	COG0659	SUL1	"Sulfate permease or related transporter, MFS superfamily"	P	K03321	"sulfate permease, SulP family"
OG1367	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1368	L-Ala-D/L-Glu epimerase	COG4948	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	M	K19802	L-Ala-D/L-Glu epimerase / N-acetyl-D-glutamate racemase
OG1369	hypothetical protein	COG0438	RfaB	Glycosyltransferase involved in cell wall bisynthesis	M	K03208	putative colanic acid biosynthesis glycosyltransferase WcaI
OG1370	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1371	Glutamate dehydrogenase	COG0334	GdhA	Glutamate dehydrogenase/leucine dehydrogenase	E	K00261	glutamate dehydrogenase (NAD(P)+)
OG1372	hypothetical protein	COG1480	PgpH	"Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily"	T	NA	NA
OG1373	Quinoprotein alcohol dehydrogenase (cytochrome c)	COG4993	Gcd	"Glucose dehydrogenase, PQQ-dependent"	G	K23995	lanthanide-dependent methanol dehydrogenase
OG1374	hypothetical protein	COG4969	PilA	"Type IV pilus assembly protein, major pilin PilA"	N	NA	NA
OG1375	hypothetical protein	COG3408	GDB1	"Glycogen debranching enzyme (alpha-1,6-glucosidase)"	G	NA	NA
OG1376	hypothetical protein	COG4642	Smc	Uncharacterized conserved protein	S	NA	NA
OG1377	3-oxoacyl-[acyl-carrier-protein] synthase 3	COG0332	FabH	3-oxoacyl-[acyl-carrier-protein] synthase III	I	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III
OG1378	hypothetical protein	COG3340	PepE	Peptidase E	E	K05995	dipeptidase E
OG1379	putative NADH-specific resorcinol 4-hydroxylase	COG0654	UbiH	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	H	K00481	p-hydroxybenzoate 3-monooxygenase
OG1380	"p-hydroxyphenylacetate 3-hydroxylase, reductase component"	COG1853	RutF	"FMN reductase RutF, DIM6/NTAB family"	C	NA	NA
OG1381	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1382	hypothetical protein	COG0500	SmtA	SAM-dependent methyltransferase	Q	NA	NA
OG1383	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase	COG1012	AdhE	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	I	NA	NA
OG1384	"PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK"	COG2376	DAK1	Dihydroxyacetone kinase	G	K05878	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK
OG1385	hypothetical protein	COG4249	TauA	"Uncharacterized conserved protein, contains caspase domain"	R	K22684	metacaspase-1
