genome	Clade1	Clade2	Subclade	Subgroup	Family	Genus	Species	Order	reference	type_strain_Freel_2024	type	depth	latitude	longitude	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source	completeness	contamination	coding_density	checkm2_contig_n50	checkm2_average_gene_length	checkm2_genome_size	checkm2_total_coding_sequences	checkm2_total_contigs	checkm2_max_contig_length	N_ARSC	C_ARSC	S_ARSC	GC	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source	Subclade_assignment_confidence	Family_assignment_confidence	Genus_assignment_confidence	Species_assignment_confidence	Family_bac120_crown_node	Family_SAR11_165_crown_node	Subclade_bac120_crown_node	Subclade_SAR11_165_crown_node	Genus_bac120_crown_node	Genus_SAR11_165_crown_node	Family_bac120_crown_support	Family_SAR11_165_crown_support	Subclade_bac120_crown_support	Subclade_SAR11_165_crown_support	Genus_bac120_crown_support	Genus_SAR11_165_crown_support	Family_dual_tree_support	Subclade_dual_tree_support	Genus_dual_tree_support	species_reference_genome	ANI_to_species_reference	AAI_to_species_reference
HIMB1485	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.82	0.09	0.964	961822	310.3994583615437	1422091	1477	2	961822	0.333887	3.124453	0.031959	29.31	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1492	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	92.46	0.5	0.961	6962	272.40996168582376	1327020	1566	271	42525	0.334861	3.134387	0.032173	29.28	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1493	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.94	0.09	0.964	1434686	310.8957632817754	1434686	1487	1	1434686	0.331949	3.11207	0.03158	29.46	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1518	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.96	0.09	0.964	1453237	310.4877402253148	1453237	1509	1	1453237	0.331791	3.118751	0.031492	29.38	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1770	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.95	0.09	0.964	1448694	311.11459027315124	1448694	1501	1	1448694	0.331895	3.11804	0.031478	29.38	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1507	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.81	0.12	0.965	1478826	309.7435064935065	1478826	1540	1	1478826	0.333775	3.127249	0.031595	29.29	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1526	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.86	0.1	0.967	1429322	311.2122641509434	1429322	1484	1	1429322	0.33258	3.129415	0.031774	29.2	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1552	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.81	0.12	0.966	1429048	311.84324324324325	1429048	1480	1	1429048	0.332411	3.129377	0.031763	29.2	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1641	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.84	0.13	0.966	1438405	314.7079945799458	1438405	1476	1	1438405	0.331327	3.118418	0.031487	29.33	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1636	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.81	0.16	0.966	1436164	315.44625850340134	1436164	1470	1	1436164	0.330837	3.118733	0.031488	29.31	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1702	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.76	0.15	0.967	1444148	313.4116856950974	1444148	1489	1	1444148	0.330702	3.118411	0.031588	29.32	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1710	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.86	0.14	0.965	1435827	313.4318030605456	1459696	1503	3	1435827	0.331227	3.119117	0.031532	29.38	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1556	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al. (2024)	TRUE	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al. (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.79	0.15	0.966	1464126	312.4937210839392	1464126	1513	1	1464126	0.331435	3.122859	0.031529	29.31	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1748	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.59	4.4	0.966	861536	314.53492884864164	1506003	1546	6	861536	0.331371	3.11808	0.031733	29.38	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1662	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.93	0.09	0.965	1421355	309.4888588791357	1421355	1481	1	1421355	0.333539	3.125267	0.031736	29.31	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1723	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.73	0.08	0.965	1475205	310.9425212279556	1475205	1531	1	1475205	0.332243	3.124012	0.031437	29.31	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB140	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Brandon M.S. thesis (2006)	NA	isolate	2	21.43545	-157.77755	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Brandon M.S. thesis (2006); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.92	0.17	0.966	1437930	308.23092236230923	1437930	1507	1	1437930	0.332068	3.123842	0.031847	29.35	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1513	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.87	0.11	0.965	1440378	310.18024032042723	1440378	1498	1	1440378	0.331934	3.127043	0.031767	29.31	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1521	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.27	0.08	0.964	96283	306.1238348868176	1426620	1502	34	151189	0.331905	3.115778	0.032089	29.42	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1430	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	98.58	0.45	0.963	88786	299.2758178319435	1449252	1559	30	300323	0.33296	3.123311	0.031726	29.5	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1611	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.9	0.11	0.964	1453538	306.6319580877538	1453538	1527	1	1453538	0.332594	3.124003	0.031708	29.41	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1758	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.88	0.1	0.964	1458764	307.4054937867887	1458764	1529	1	1458764	0.332038	3.12341	0.031634	29.41	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1488	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.94	0.19	0.963	1537287	304.4772447724477	1537287	1626	1	1537287	0.335036	3.136046	0.031595	29.11	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1506	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.99	0.06	0.964	1538266	308.81246105919	1538266	1605	1	1538266	0.335016	3.141131	0.031136	29.02	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB2211	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.4829	-157.7663	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.98	0.13	0.964	1460105	308.2284789644013	1477755	1545	2	1460105	0.333295	3.131435	0.031462	29.2	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1746	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.89	0.05	0.962	271456	301.5269922879177	1459268	1556	8	490964	0.335122	3.124085	0.031978	29.34	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1542	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.67	0.16	0.964	796544	308.82663989290495	1430821	1494	2	796544	0.332413	3.124755	0.031869	29.28	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1695	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	NA	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.77	0.39	0.963	1185658	306.1531772575251	1421593	1495	2	1185658	0.33395	3.120278	0.032219	29.36	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1577	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.79	0.1	0.965	1444414	307.8137384412153	1444414	1514	1	1444414	0.332677	3.125552	0.03176	29.37	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1631	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	99.87	0.1	0.965	1444470	307.596699669967	1444470	1515	1	1444470	0.332708	3.125373	0.031777	29.37	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIMB1715	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Undatipelagibacter	huakaii	Pelagibacterales	Freel et al., (2024)	NA	isolate	2	21.43635	-157.77737	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean	97.6	0.05	0.964	59426	299.99786476868326	1308457	1405	36	177081	0.333019	3.108641	0.032547	29.55	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	direct_literature	direct_literature	direct_literature	direct_literature	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
